"frozenset({'<page title>', 'maximum video capture resolution', 'gps enabled', 'lens mount', 'wifi', 'depth', 'effective megapixels', 'memory card support', 'width', 'image sensor', 'camera type', 'camera body only', 'height', 'optical zoom', 'weight', 'interface connection', 'image stabilization', 'max aperture', 'total pixels', 'flash', 'url', 'lcd screen size', 'focal length'})",1
"frozenset({'<page title>', 'maximum video capture resolution', 'lens mount', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'camera body only', 'height', 'optical zoom', 'weight', 'url', 'image stabilization', 'total pixels', 'flash', 'lcd screen size', 'focal length 35mm equivalent', 'focal length', 'digital zoom'})",4
"frozenset({'<page title>', 'maximum video capture resolution', 'gps enabled', 'lens mount', 'wifi', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'camera body only', 'height', 'weight', 'interface connection', 'image stabilization', 'max aperture', 'total pixels', 'flash', 'url', 'you are reviewing', 'lcd screen size', 'focal length 35mm equivalent', 'focal length'})",3
"frozenset({'<page title>', 'maximum video capture resolution', 'installed memory', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'height', 'optical zoom', 'weight', 'interface connection', 'image stabilization', 'max aperture', 'total pixels', 'flash', 'url', 'lcd screen size', 'green compliance', 'focal length 35mm equivalent', 'focal length', 'digital zoom'})",3
"frozenset({'<page title>', 'maximum video capture resolution', 'lens mount', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'camera body only', 'height', 'weight', 'url', 'image stabilization', 'total pixels', 'flash', 'lcd screen size', 'green compliance', 'digital zoom'})",4
"frozenset({'<page title>', 'maximum video capture resolution', 'url', 'memory card support', 'camera type', 'environmental protection', 'digital zoom', 'interface connection'})",1
"frozenset({'<page title>', 'maximum video capture resolution', 'wifi', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'height', 'optical zoom', 'weight', 'interface connection', 'image stabilization', 'max aperture', 'total pixels', 'flash', 'url', 'lcd screen size', 'focal length 35mm equivalent', 'digital zoom'})",1
"frozenset({'<page title>', 'gps', 'number of batteries support', 'lens mount', 'longest shutter speed', 'memory card support', 'minimum diopter adjustment', 'battery model supported', 'image sensor', 'shortest shutter speed', 'camera body only', 'height', 'viewfinder type', 'url', 'image stabilization', 'product series', 'battery include', 'flash', 'camera modes', 'white balance modes', 'autofocus points', 'software included', 'green compliance', 'focal length 35mm equivalent', 'focal length', 'exposure control', 'digital zoom', 'maximum video capture resolution', 'product model', 'iso sensitivity', 'depth', 'effective megapixels', 'battery builtin', 'hd movie mode', 'warranty information', 'brand name', 'width', 'camera type', 'optical zoom', 'language support', 'lens construction', 'battery rechargeable', 'weight', 'total pixels', 'lcd screen size', 'maximum diopter adjustment', 'maximum frame rate', 'pictbridge', 'builtin flash'})",2
"frozenset({'<page title>', 'maximum video capture resolution', 'installed memory', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'height', 'optical zoom', 'weight', 'interface connection', 'url', 'flash', 'lcd screen size', 'digital zoom'})",1
"frozenset({'<page title>', 'maximum video capture resolution', 'lens mount', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'height', 'optical zoom', 'weight', 'interface connection', 'image stabilization', 'max aperture', 'total pixels', 'flash', 'url', 'lcd screen size', 'focal length', 'digital zoom'})",3
"frozenset({'<page title>', 'maximum video capture resolution', 'lens mount', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'height', 'optical zoom', 'weight', 'interface connection', 'image stabilization', 'max aperture', 'total pixels', 'flash', 'url', 'lcd screen size'})",1
"frozenset({'<page title>', 'maximum video capture resolution', 'installed memory', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'height', 'optical zoom', 'weight', 'interface connection', 'max aperture', 'total pixels', 'url', 'flash', 'lcd screen size', 'focal length 35mm equivalent', 'focal length', 'digital zoom'})",3
"frozenset({'<page title>', 'maximum video capture resolution', 'installed memory', 'wifi', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'height', 'optical zoom', 'weight', 'interface connection', 'max aperture', 'total pixels', 'url', 'flash', 'lcd screen size', 'focal length 35mm equivalent', 'focal length', 'digital zoom'})",2
"frozenset({'<page title>', 'maximum video capture resolution', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'camera body only', 'height', 'optical zoom', 'weight', 'interface connection', 'image stabilization', 'max aperture', 'total pixels', 'flash', 'url', 'lcd screen size', 'focal length 35mm equivalent', 'digital zoom'})",1
"frozenset({'<page title>', 'normalizedweight', 'normalizedheight', 'number of batteries support', 'normalizedoptical zoom', 'wide angle', 'longest shutter speed', 'memory card support', 'minimum diopter adjustment', 'battery model supported', 'image sensor', 'shortest shutter speed', 'height', 'viewfinder type', 'url', 'image stabilization', 'product line', 'product series', 'battery include', 'flash', 'camera modes', 'white balance modes', 'green compliance', 'focal length 35mm equivalent', 'focal length', 'exposure control', 'digital zoom', 'analog video out', 'maximum video capture resolution', 'product model', 'iso sensitivity', 'depth', 'effective megapixels', 'battery builtin', 'hd movie mode', 'warranty information', 'brand name', 'width', 'parent product type', 'camera type', 'optical zoom', 'weight', 'battery rechargeable', 'normalizeddigital zoom', 'total pixels', 'lcd screen size', 'maximum diopter adjustment', 'maximum frame rate', 'pictbridge', 'builtin flash'})",1
"frozenset({'<page title>', 'product model', 'builtin flash', 'number of batteries support', 'iso sensitivity', 'wide angle', 'longest shutter speed', 'hd movie mode', 'battery builtin', 'brand name', 'minimum diopter adjustment', 'parent product type', 'shortest shutter speed', 'lens construction', 'viewfinder type', 'product line', 'parent retsku', 'white balance modes', 'camera modes', 'autofocus points', 'focal length 35mm equivalent', 'maximum diopter adjustment', 'exposure control', 'maximum frame rate', 'pictbridge', 'analog video out'})",1
"frozenset({'<page title>', 'normalizedweight', 'gps', 'normalizedheight', 'number of batteries support', 'normalizedoptical zoom', 'wide angle', 'longest shutter speed', 'memory card support', 'minimum diopter adjustment', 'battery model supported', 'image sensor', 'shortest shutter speed', 'height', 'viewfinder type', 'url', 'image stabilization', 'product line', 'battery include', 'flash', 'camera modes', 'white balance modes', 'green compliance', 'focal length 35mm equivalent', 'focal length', 'exposure control', 'digital zoom', 'analog video out', 'maximum video capture resolution', 'product model', 'iso sensitivity', 'depth', 'effective megapixels', 'battery builtin', 'hd movie mode', 'warranty information', 'brand name', 'width', 'camera type', 'environmental protection', 'optical zoom', 'lens construction', 'battery rechargeable', 'normalizeddigital zoom', 'total pixels', 'weight', 'you are reviewing', 'lcd screen size', 'self timer', 'maximum diopter adjustment', 'maximum frame rate', 'builtin flash'})",1
"frozenset({'<page title>', 'normalizedweight', 'gps', 'normalizedheight', 'number of batteries support', 'normalizedoptical zoom', 'wide angle', 'longest shutter speed', 'memory card support', 'minimum diopter adjustment', 'battery model supported', 'image sensor', 'shortest shutter speed', 'height', 'viewfinder type', 'url', 'image stabilization', 'product line', 'product series', 'battery include', 'flash', 'camera modes', 'white balance modes', 'green compliance', 'focal length 35mm equivalent', 'focal length', 'exposure control', 'digital zoom', 'maximum video capture resolution', 'product model', 'iso sensitivity', 'depth', 'effective megapixels', 'battery builtin', 'hd movie mode', 'warranty information', 'brand name', 'width', 'parent product type', 'camera type', 'optical zoom', 'lens construction', 'battery rechargeable', 'normalizeddigital zoom', 'weight', 'parent retsku', 'lcd screen size', 'maximum diopter adjustment', 'maximum frame rate', 'pictbridge', 'builtin flash'})",1
"frozenset({'<page title>', 'number of batteries support', 'iso sensitivity', 'product type', 'effective megapixels', 'brand name', 'minimum diopter adjustment', 'camera type', 'url', 'product line', 'parent retsku', 'flash', 'lcd screen size', 'maximum diopter adjustment', 'digital zoom', 'builtin flash'})",1
"frozenset({'<page title>', 'maximum video capture resolution', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'height', 'optical zoom', 'weight', 'url', 'image stabilization', 'total pixels', 'flash', 'lcd screen size', 'focal length 35mm equivalent', 'focal length', 'digital zoom'})",17
"frozenset({'<page title>', 'normalizedweight', 'normalizedheight', 'number of batteries support', 'wide angle', 'longest shutter speed', 'memory card support', 'shortest shutter speed', 'camera body only', 'height', 'viewfinder type', 'url', 'image stabilization', 'product line', 'battery include', 'flash', 'camera modes', 'autofocus points', 'software included', 'focal length', 'maximum video capture resolution', 'product model', 'iso sensitivity', 'depth', 'effective megapixels', 'battery builtin', 'hd movie mode', 'warranty information', 'brand name', 'width', 'camera type', 'language support', 'lens construction', 'battery rechargeable', 'interface connection', 'total pixels', 'weight', 'maximum image resolution', 'lcd screen size', 'maximum frame rate'})",1
"frozenset({'<page title>', 'parent retsku', 'number of batteries support', 'product type', 'brand name', 'minimum diopter adjustment', 'maximum diopter adjustment', 'product line', 'viewfinder type', 'builtin flash'})",1
"frozenset({'<page title>', 'maximum video capture resolution', 'gps enabled', 'lens mount', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'camera body only', 'height', 'weight', 'interface connection', 'image stabilization', 'max aperture', 'total pixels', 'flash', 'url', 'you are reviewing', 'lcd screen size', 'focal length'})",1
"frozenset({'<page title>', 'product model', 'number of batteries support', 'wide angle', 'iso sensitivity', 'hd movie mode', 'brand name', 'battery model supported', 'minimum diopter adjustment', 'parent product type', 'viewfinder type', 'product line', 'white balance modes', 'camera modes', 'maximum diopter adjustment', 'exposure control', 'maximum frame rate', 'builtin flash'})",1
"frozenset({'<page title>', 'product model', 'gps', 'number of batteries support', 'iso sensitivity', 'longest shutter speed', 'hd movie mode', 'battery builtin', 'brand name', 'battery model supported', 'minimum diopter adjustment', 'shortest shutter speed', 'lens construction', 'battery rechargeable', 'viewfinder type', 'product series', 'parent retsku', 'battery include', 'white balance modes', 'autofocus points', 'self timer', 'software included', 'green compliance', 'focal length 35mm equivalent', 'maximum diopter adjustment', 'exposure control', 'maximum frame rate', 'pictbridge', 'builtin flash'})",1
"frozenset({'<page title>', 'normalizedweight', 'gps', 'normalizedheight', 'number of batteries support', 'normalizedoptical zoom', 'wide angle', 'longest shutter speed', 'memory card support', 'minimum diopter adjustment', 'shortest shutter speed', 'image sensor', 'height', 'viewfinder type', 'url', 'image stabilization', 'product line', 'product series', 'battery include', 'flash', 'camera modes', 'white balance modes', 'autofocus points', 'software included', 'focal length 35mm equivalent', 'focal length', 'exposure control', 'digital zoom', 'analog video out', 'maximum video capture resolution', 'product model', 'iso sensitivity', 'depth', 'effective megapixels', 'battery builtin', 'hd movie mode', 'warranty information', 'brand name', 'width', 'parent product type', 'camera type', 'optical zoom', 'language support', 'lens construction', 'battery rechargeable', 'normalizeddigital zoom', 'total pixels', 'weight', 'lcd screen size', 'maximum diopter adjustment', 'maximum frame rate', 'pictbridge', 'builtin flash'})",2
"frozenset({'<page title>', 'maximum video capture resolution', 'lens mount', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'camera body only', 'height', 'optical zoom', 'weight', 'url', 'image stabilization', 'flash', 'lcd screen size', 'green compliance', 'focal length'})",2
"frozenset({'<page title>', 'product model', 'builtin flash', 'number of batteries support', 'iso sensitivity', 'wide angle', 'longest shutter speed', 'hd movie mode', 'battery builtin', 'brand name', 'battery model supported', 'minimum diopter adjustment', 'shortest shutter speed', 'language support', 'lens construction', 'battery rechargeable', 'viewfinder type', 'parent retsku', 'battery include', 'white balance modes', 'camera modes', 'autofocus points', 'self timer', 'focal length 35mm equivalent', 'maximum diopter adjustment', 'exposure control', 'maximum frame rate', 'analog video out'})",1
"frozenset({'<page title>', 'maximum video capture resolution', 'lens mount', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'camera body only', 'height', 'environmental protection', 'weight', 'url', 'image stabilization', 'total pixels', 'flash', 'lcd screen size', 'digital zoom'})",1
"frozenset({'<page title>', 'maximum video capture resolution', 'lens mount', 'installed memory', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'height', 'optical zoom', 'weight', 'interface connection', 'image stabilization', 'max aperture', 'total pixels', 'flash', 'url', 'lcd screen size', 'focal length 35mm equivalent', 'focal length', 'digital zoom'})",1
"frozenset({'<page title>', 'maximum video capture resolution', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'height', 'optical zoom', 'weight', 'interface connection', 'image stabilization', 'max aperture', 'total pixels', 'flash', 'url', 'lcd screen size', 'focal length 35mm equivalent', 'focal length', 'digital zoom'})",4
"frozenset({'<page title>', 'maximum video capture resolution', 'gps enabled', 'installed memory', 'wifi', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'height', 'optical zoom', 'weight', 'interface connection', 'image stabilization', 'max aperture', 'total pixels', 'flash', 'url', 'lcd screen size', 'focal length 35mm equivalent', 'focal length', 'digital zoom'})",4
"frozenset({'<page title>', 'maximum video capture resolution', 'installed memory', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'camera body only', 'height', 'optical zoom', 'weight', 'interface connection', 'max aperture', 'url', 'flash', 'lcd screen size', 'focal length 35mm equivalent', 'focal length', 'digital zoom'})",1
"frozenset({'<page title>', 'product model', 'gps', 'number of batteries support', 'wide angle', 'iso sensitivity', 'longest shutter speed', 'hd movie mode', 'battery builtin', 'brand name', 'battery model supported', 'parent product type', 'shortest shutter speed', 'language support', 'lens construction', 'battery rechargeable', 'product line', 'parent retsku', 'battery include', 'white balance modes', 'camera modes', 'autofocus points', 'self timer', 'software included', 'green compliance', 'focal length 35mm equivalent', 'exposure control', 'maximum frame rate', 'pictbridge', 'builtin flash'})",1
"frozenset({'<page title>', 'max focal length', 'max horizontal image resolution', 'gps', 'included components', 'normalizedoptical zoom', 'lens mount', 'longest shutter speed', 'min aperture', 'image sensor', 'min focus distance', 'frequency band', 'product line', 'battery include', 'white balance modes', 'camera modes', 'white balance', 'general features', 'image sensor size', 'digital zoom', 'max vertical image resolution', 'normalizedinstalled memory', 'image sensor quantity', 'width', 'brand name', 'camera type', 'bulb setting', 'optical zoom', 'normalizeddigital zoom', 'total pixels', 'image format', 'lcd screen size', 'maximum frame rate', 'pictbridge', 'normalizedweight', 'continuous shooting speed', 'memory card support', 'min focal length', 'max zoom', 'shortest shutter speed', 'height', 'minimum shutter speed', 'viewfinder type', 'url', 'image stabilization', 'product series', 'flash', 'exposure settings', 'software included', 'number of scene modes', 'focal length', 'exposure control', 'maximum video capture resolution', 'product model', 'iso equivalencies', 'normalizednumber of image sensor pixels', 'installed memory', 'depth', 'number of resolution modes', 'effective megapixels', 'battery builtin', 'hd movie mode', 'warranty information', 'video capture format', 'weight', 'interface connection', 'max aperture', 'maximum shutter speed', 'metering characteristics', 'power source', 'focus features'})",1
"frozenset({'<page title>', 'lens mount', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'camera body only', 'height', 'weight', 'url', 'total pixels', 'flash', 'lcd screen size'})",1
"frozenset({'<page title>', 'maximum video capture resolution', 'wifi', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'height', 'optical zoom', 'weight', 'interface connection', 'image stabilization', 'max aperture', 'total pixels', 'flash', 'url', 'lcd screen size', 'focal length 35mm equivalent'})",1
"frozenset({'<page title>', 'maximum video capture resolution', 'gps enabled', 'lens mount', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'camera body only', 'height', 'weight', 'interface connection', 'max aperture', 'total pixels', 'url', 'flash', 'lcd screen size', 'focal length 35mm equivalent', 'focal length'})",1
"frozenset({'<page title>', 'brand name', 'product model', 'frequency band', 'product line'})",1
"frozenset({'<page title>', 'maximum video capture resolution', 'installed memory', 'wifi', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'height', 'environmental protection', 'optical zoom', 'weight', 'interface connection', 'image stabilization', 'max aperture', 'total pixels', 'flash', 'url', 'lcd screen size', 'focal length 35mm equivalent', 'focal length', 'digital zoom'})",1
"frozenset({'<page title>', 'max focal length', 'max horizontal image resolution', 'normalizedweight', 'gps', 'normalizedheight', 'included components', 'normalizedoptical zoom', 'lens mount', 'longest shutter speed', 'memory card support', 'min focal length', 'max zoom', 'min aperture', 'image sensor', 'shortest shutter speed', 'height', 'frequency band', 'minimum shutter speed', 'url', 'viewfinder type', 'product series', 'battery include', 'flash', 'exposure settings', 'software included', 'white balance', 'focal length', 'general features', 'digital zoom', 'max vertical image resolution', 'maximum video capture resolution', 'normalizedinstalled memory', 'product model', 'exposure compensation range ', 'normalizednumber of image sensor pixels', 'image sensor quantity', 'installed memory', 'depth', 'number of resolution modes', 'effective megapixels', 'battery builtin', 'hd movie mode', 'warranty information', 'brand name', 'width', 'video capture format', 'camera type', 'optical zoom', 'weight', 'interface connection', 'max aperture', 'normalizeddigital zoom', 'image format', 'total pixels', 'maximum image resolution', 'lcd screen size', 'maximum shutter speed', 'maximum frame rate', 'power source', 'focus features'})",1
"frozenset({'<page title>', 'max focal length', 'max horizontal image resolution', 'normalizedweight', 'gps', 'normalizedheight', 'continuous shooting speed', 'included components', 'normalizedoptical zoom', 'lens mount', 'number of batteries support', 'memory card support', 'min focal length', 'max zoom', 'min aperture', 'shortest shutter speed', 'min focus distance', 'frequency band', 'minimum shutter speed', 'viewfinder type', 'image stabilization', 'product series', 'battery include', 'white balance modes', 'camera modes', 'exposure settings', 'software included', 'white balance', 'number of scene modes', 'exposure control', 'general features', 'image sensor size', 'max vertical image resolution', 'normalizedinstalled memory', 'product model', 'exposure compensation range ', 'iso equivalencies', 'image sensor quantity', 'normalizednumber of image sensor pixels', 'number of resolution modes', 'effective megapixels', 'battery builtin', 'hd movie mode', 'brand name', 'video capture format', 'camera type', 'bulb setting', 'lens construction', 'normalizeddigital zoom', 'image format', 'maximum image resolution', 'lcd screen size', 'maximum shutter speed', 'metering characteristics', 'maximum frame rate', 'power source', 'pictbridge', 'focus features'})",1
"frozenset({'<page title>', 'maximum video capture resolution', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'height', 'environmental protection', 'optical zoom', 'weight', 'url', 'image stabilization', 'total pixels', 'flash', 'lcd screen size', 'focal length 35mm equivalent', 'focal length', 'digital zoom'})",2
"frozenset({'<page title>', 'maximum video capture resolution', 'lens mount', 'wifi', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'camera body only', 'height', 'environmental protection', 'weight', 'interface connection', 'image stabilization', 'max aperture', 'total pixels', 'flash', 'url', 'lcd screen size', 'focal length 35mm equivalent', 'focal length'})",3
"frozenset({'<page title>', 'gps', 'number of batteries support', 'lens mount', 'longest shutter speed', 'memory card support', 'battery model supported', 'shortest shutter speed', 'camera body only', 'image stabilization', 'product line', 'battery include', 'flash', 'camera modes', 'white balance modes', 'autofocus points', 'software included', 'green compliance', 'exposure control', 'analog video out', 'maximum video capture resolution', 'product model', 'iso sensitivity', 'effective megapixels', 'battery builtin', 'hd movie mode', 'brand name', 'parent product type', 'camera type', 'language support', 'battery rechargeable', 'lcd screen size', 'maximum frame rate', 'pictbridge', 'builtin flash'})",1
"frozenset({'<page title>', 'normalizedweight', 'gps', 'normalizedheight', 'number of batteries support', 'normalizedoptical zoom', 'wide angle', 'longest shutter speed', 'memory card support', 'minimum diopter adjustment', 'battery model supported', 'image sensor', 'shortest shutter speed', 'height', 'viewfinder type', 'color', 'image stabilization', 'product line', 'product series', 'battery include', 'flash', 'camera modes', 'url', 'white balance modes', 'green compliance', 'focal length 35mm equivalent', 'focal length', 'exposure control', 'digital zoom', 'maximum video capture resolution', 'product model', 'iso sensitivity', 'depth', 'effective megapixels', 'battery builtin', 'hd movie mode', 'warranty information', 'brand name', 'width', 'parent product type', 'camera type', 'optical zoom', 'lens construction', 'battery rechargeable', 'normalizeddigital zoom', 'weight', 'parent retsku', 'lcd screen size', 'maximum diopter adjustment', 'maximum frame rate', 'pictbridge', 'builtin flash'})",1
"frozenset({'<page title>', 'maximum video capture resolution', 'lens mount', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'camera body only', 'height', 'optical zoom', 'weight', 'interface connection', 'image stabilization', 'max aperture', 'total pixels', 'flash', 'url', 'lcd screen size', 'focal length'})",2
"frozenset({'<page title>', 'installed memory', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'height', 'optical zoom', 'weight', 'interface connection', 'max aperture', 'url', 'flash', 'lcd screen size', 'focal length 35mm equivalent', 'focal length', 'digital zoom'})",1
"frozenset({'<page title>', 'maximum video capture resolution', 'lens mount', 'depth', 'effective megapixels', 'memory card support', 'warranty information', 'width', 'image sensor', 'camera type', 'height', 'optical zoom', 'weight', 'interface connection', 'image stabilization', 'max aperture', 'total pixels', 'flash', 'url', 'lcd screen size', 'focal length 35mm equivalent', 'focal length', 'digital zoom'})",1
"frozenset({'<page title>', 'maximum video capture resolution', 'lens mount', 'wifi', 'effective megapixels', 'memory card support', 'warranty information', 'image sensor', 'camera type', 'camera body only', 'optical zoom', 'you are reviewing', 'interface connection', 'image stabilization', 'max aperture', 'url', 'flash', 'lcd screen size', 'focal length 35mm equivalent', 'digital zoom'})",1
